6726,5910
1515,1312
7544,8581
7743,3947
2031,9742
6958,274
6613,2786
1873,6161
695,6200
9936,2782
5298,621
5678,7001
6286,9209
3628,5509
4147,7374
1691,4912
5643,9018
9538,1550
5718,939
2263,6964
4516,9330
7662,7536
5059,5632
2348,6262
7685,4541
2790,7942
8028,2535
8523,3241
4917,4535
1930,3641
575,656
1266,5248
8342,3985
5588,6633
3313,4842
9094,6883
4420,2459
3911,8244
1714,1719
3771,1834
7954,4519
4354,3485
2397,9612
8633,7424
3970,1372
7756,6214
998,1550
4374,9697
1579,928
4343,1973
7676,7509
480,8091
5330,317
9022,7410
5094,3580
6209,9392
6724,7212
1928,9831
8856,9838
4635,9266
1287,8540
773,4190
1053,9866
6716,1350
3950,203
1997,198
4203,752
9993,5281
6228,283
6086,2190
9604,5458
9795,8989
1901,3038
2221,8088
3569,4691
7815,6244
794,1594
2089,7383
4471,2426
3415,1123
5843,1574
9852,3440
2131,4208
6068,873
1036,4202
7923,6700
271,1981
3077,6837
5666,2467
1955,1764
125,3806
7870,6538
3261,7788
6156,1763
2504,1842
7228,9917
7230,4869
1927,2632
5800,8791
7269,5285
9519,2782
1049,6464
7660,9681
1323,4346
5624,5724
592,7087
3167,9028
9431,199
8389,9828
8546,2728
3365,6356
4095,2568
5938,3131
1011,656
9820,9499
34,812
4306,7819
7117,2303
4654,7907
3640,8803
5713,384
6166,5518
3067,4935
3844,6592
2039,5798
4816,1545
9985,9046
1124,7
3765,2797
2386,3325
4053,8304
8141,8080
2903,677
5665,1963
8697,822
4641,9634
9394,1346
4059,2163
6982,6989
3610,5464
3141,584
7944,9385
6848,8891
846,9439
5897,9071
1401,6227
5319,984
5738,6245
5715,3999
4475,5785
626,9486
9513,2667
5166,2469
2530,163
3651,2378
8445,5236
4692,748
4288,3726
3383,1336
1681,2851
8052,7380
5069,1031
3509,4057
4671,368
7418,6031
8270,7405
1660,5280
9861,6339
2731,2494
6720,2611
2823,8608
3040,5863
8071,6327
1627,9627
1018,7072
8323,9896
7864,4626
4801,5899
1603,9286
1710,3333
9615,5463
7038,5659
4156,5983
3081,7774
9596,1537
9287,2325
5717,2917
4696,1622
2388,669
1133,2435
1260,6535
6438,8977
6826,9211
1417,9956
5622,9236
219,8599
3336,4299
8111,3416
3348,9551
1560,2447
2788,2001
8701,110
9169,6716
7112,228
9038,7186
3322,9020
4737,49
9055,3779
9054,4516
4809,919
2001,278
5244,1146
4568,433
7733,3142
1915,676
5416,9386
1145,884
516,6275
1632,857
5941,7414
8457,6857
6166,1241
1261,6386
1985,7057
9784,6561
5061,5830
569,6768
3971,8435
3282,6347
5701,8330
5523,6675
458,8069
1757,8380
8066,5222
3925,8641
4147,1487
2088,9000
8006,3614
3557,5087
8097,9744
6108,4293
930,503
6577,8086
1508,5782
3740,6590
4769,841
256,8175
7941,5313
7814,590
2618,1421
3605,1527
7237,3220
8432,9137
6269,7551
8493,843
3331,3796
1085,8534
7890,6524
8333,493
8261,1750
8152,3262
8671,3157
2919,9948
9531,3060
4374,1230
9168,3034
9491,6111
1952,5849
9718,6616
1934,8976
4552,827
2506,9536
9281,3542
7323,7915
4962,903
5447,6328
811,7567
9362,2099
5915,7359
5824,9794
2,2975
3593,4227
9812,2990
360,401
7244,1907
7919,7109
4106,4898
3227,9192
3659,2778
5136,9942
2339,3723
2225,2511
170,2900
3006,5560
6768,379
2922,6366
9038,390
23,7834
8747,6886
1873,8304
871,9172
628,2850
9351,9700
1466,1537
2270,4453
9765,3811
6453,7706
1765,8096
8551,483
9655,5158
4107,5924
7819,2893
5262,2615
4048,1173
3884,7726
670,7563
8251,4880
703,3051
3733,1045
2410,8127
7120,4109
9614,5525
475,474
5416,1822
8871,8286
7073,6643
991,1278
7528,3570
7958,4934
6135,6935
1948,8375
2931,8102
2668,4395
2485,6020
1749,9369
6641,1461
9171,7796
9872,9551
6425,350
2174,7710
1950,2506
2033,7969
1057,9614
4180,3506
3017,9975
6416,6147
8270,6167
294,4196
2382,9193
3611,7633
5069,5237
4400,279
2012,5935
525,8551
2436,7610
2458,2115
9631,570
4682,2294
2948,8359
7380,5361
93,5085
5103,4463
886,6496
2297,3369
469,3821
4132,9494
1616,9676
8717,2186
591,9666
235,608
4607,6707
7329,5330
3216,212
1456,6885
2972,2365
3740,3282
1141,4061
9672,9694
1081,6553
3168,2507
9812,1725
1316,9463
19,9283
1212,8946
1440,4224
4925,2526
8927,5195
2950,6719
4996,2906
3639,4369
9694,6277
9759,5961
1364,9387
9567,7012
4907,3827
7601,2059
9537,2571
9375,6248
681,6844
401,6274
675,1983
6823,3460
615,7288
7662,7101
382,9729
947,592
7693,8178
3778,6859
2495,3419
9433,116
5742,292
2750,6656
4574,9388
409,7053
9510,509
9039,8191
9836,1697
109,1656
8939,9518
5245,336
1508,6988
5224,9397
2318,8664
4104,1659
3883,6561
6345,3716
5945,8527
987,1099
3281,1795
1910,5771
975,6714
3963,4924
447,4715
3235,8125
9456,9264
7143,9197
2232,5217
3755,1443
900,9435
2439,1262
5098,608
7203,903
6013,9992
2526,1827
1708,2566
4795,580
1111,8693
6729,2670
8175,8209
9742,2359
8074,2562
9119,2328
8271,9698
6334,5232
4020,1904
9953,9176
2577,7325
7547,5617
6368,8772
1497,9161
8628,8519
8811,8445
675,5364
524,9608
6658,7254
336,522
9835,9496
2282,1972
2381,836
71,4047
4177,5194
6778,6204
9668,9484
3237,2710
9349,2998
6496,8804
9101,6635
1994,3610
5670,2954
1401,7423
5514,7583
8879,5674
5881,502
4891,1717
1014,523
777,6052
863,1581
5911,2367
8951,6193
3429,1210
2193,8098
7289,3990
555,5317
3164,6512
2485,5115
6724,3671
1548,4352
8686,4939
7832,3089
3127,545
9678,3755
1960,7475
5747,9437
5244,6116
6078,9743
5728,1665
5511,2188
5974,5939
4706,4523
2933,8577
9459,508
6992,6819
6029,8061
8273,8833
3179,3116
754,2297
3417,23
6888,5424
6144,5375
3885,4304
2236,523
1560,1151
6396,7065
4315,3344
9286,1983
8569,2979
7652,7792
3122,7671
4335,6490
5532,3760
9734,956
3280,643
4107,8884
7310,143
3066,5782
2957,5926
9079,8729
3731,5064
7155,5804
